date,iso_code,country,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website,,,,,,,date
2021-01-13,LTU,Lithuania,33934,33934,,6145,2867,1.25,1.25,,1053,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460,,,,,,,2021-01-13
2021-01-14,LTU,Lithuania,42557,42557,,8623,3505,1.56,1.56,,1288,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460,,,,,,,2021-01-14
2021-01-15,LTU,Lithuania,49816,49816,,7259,3804,1.83,1.83,,1397,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460,,,,,,,2021-01-15
2021-01-16,LTU,Lithuania,50908,50908,,1092,3916,1.87,1.87,,1438,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460,,,,,,,2021-01-16
2021-01-17,LTU,Lithuania,52038,50950,1088,1130,4077,1.91,1.87,0.04,1498,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460,,,,,,,2021-01-17
2021-01-18,LTU,Lithuania,56533,53774,2759,4495,4404,2.08,1.98,0.1,1618,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460,,,,,,,2021-01-18
2021-01-19,LTU,Lithuania,62802,56136,6666,6269,5002,2.31,2.06,0.24,1837,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460,,,,,,,2021-01-19
2021-01-20,LTU,Lithuania,66272,57774,8498,3470,4620,2.43,2.12,0.31,1697,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460,,,,,,,2021-01-20
2021-01-21,LTU,Lithuania,67773,58638,9135,1501,3602,2.49,2.15,0.34,1323,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460,,,,,,,2021-01-21
2021-01-22,LTU,Lithuania,68129,58924,9205,356,2616,2.5,2.16,0.34,961,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460,,,,,,,2021-01-22
2021-01-23,LTU,Lithuania,68137,58932,9205,8,2461,2.5,2.16,0.34,904,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460,,,,,,,2021-01-23
2021-01-24,LTU,Lithuania,,,,,2302,,,,846,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460,,,,,,,2021-01-24
2021-01-25,LTU,Lithuania,68174,58969,9205,,1663,2.5,2.17,0.34,611,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460,,,,,,,2021-01-25
2021-01-26,LTU,Lithuania,71267,61436,9831,3093,1209,2.62,2.26,0.36,444,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460,,,,,,,2021-01-26
2021-01-27,LTU,Lithuania,78152,65268,12884,6885,1697,2.87,2.4,0.47,623,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460,,,,,,,2021-01-27
2021-01-28,LTU,Lithuania,85197,68643,16554,7045,2489,3.13,2.52,0.61,914,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460,,,,,,,2021-01-28
2021-01-29,LTU,Lithuania,93205,71603,21602,8008,3582,3.42,2.63,0.79,1316,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460,,,,,,,2021-01-29
2021-01-30,LTU,Lithuania,93831,71796,22035,626,3671,3.45,2.64,0.81,1348,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460,,,,,,,2021-01-30
2021-01-31,LTU,Lithuania,93839,71804,22035,8,3669,3.45,2.64,0.81,1348,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460,,,,,,,2021-01-31
2021-02-01,LTU,Lithuania,96713,72855,23858,2874,4077,3.55,2.68,0.88,1498,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460,,,,,,,2021-02-01
2021-02-02,LTU,Lithuania,100559,74498,26061,3846,4185,3.69,2.74,0.96,1537,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460,,,,,,,2021-02-02
2021-02-03,LTU,Lithuania,107137,76119,31018,6578,4141,3.94,2.8,1.14,1521,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460,,,,,,,2021-02-03
2021-02-04,LTU,Lithuania,116800,77637,39163,9663,4515,4.29,2.85,1.44,1659,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460,,,,,,,2021-02-04
2021-02-05,LTU,Lithuania,123777,78578,45199,6977,4367,4.55,2.89,1.66,1604,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460,,,,,,,2021-02-05
2021-02-06,LTU,Lithuania,124528,78674,45854,751,4385,4.57,2.89,1.68,1611,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460,,,,,,,2021-02-06
2021-02-07,LTU,Lithuania,124625,78677,45948,97,4398,4.58,2.89,1.69,1616,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460,,,,,,,2021-02-07
2021-02-08,LTU,Lithuania,127061,78896,48165,2436,4335,4.67,2.9,1.77,1592,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460,,,,,,,2021-02-08
2020-12-30,LUX,Luxembourg,1200,1200,,,,0.19,0.19,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2020-12-30
2020-12-31,LUX,Luxembourg,,,,,62,,,,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2020-12-31
2021-01-01,LUX,Luxembourg,,,,,62,,,,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-01-01
2021-01-02,LUX,Luxembourg,,,,,62,,,,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-01-02
2021-01-03,LUX,Luxembourg,,,,,62,,,,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-01-03
2021-01-04,LUX,Luxembourg,,,,,62,,,,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-01-04
2021-01-05,LUX,Luxembourg,,,,,62,,,,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-01-05
2021-01-06,LUX,Luxembourg,,,,,62,,,,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-01-06
2021-01-07,LUX,Luxembourg,,,,,62,,,,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-01-07
2021-01-08,LUX,Luxembourg,,,,,62,,,,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-01-08
2021-01-09,LUX,Luxembourg,,,,,62,,,,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-01-09
2021-01-10,LUX,Luxembourg,,,,,62,,,,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-01-10
2021-01-11,LUX,Luxembourg,1943,1943,,,62,0.31,0.31,,99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-01-11
2021-01-12,LUX,Luxembourg,2372,2372,,429,114,0.38,0.38,,182,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-01-12
2021-01-13,LUX,Luxembourg,2871,2871,,499,177,0.46,0.46,,283,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-01-13
2021-01-14,LUX,Luxembourg,3233,3233,,362,220,0.52,0.52,,351,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-01-14
2021-01-15,LUX,Luxembourg,,,,,236,,,,377,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-01-15
2021-01-16,LUX,Luxembourg,,,,,252,,,,403,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-01-16
2021-01-17,LUX,Luxembourg,3755,3755,,,268,0.6,0.6,,428,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-01-17
2021-01-18,LUX,Luxembourg,4569,4569,,814,375,0.73,0.73,,599,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-01-18
2021-01-19,LUX,Luxembourg,5294,5294,,725,417,0.85,0.85,,666,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-01-19
2021-01-20,LUX,Luxembourg,6193,6193,,899,475,0.99,0.99,,759,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-01-20
2021-01-21,LUX,Luxembourg,6897,6897,,704,523,1.1,1.1,,835,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-01-21
2021-01-22,LUX,Luxembourg,,,,,558,,,,891,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-01-22
2021-01-23,LUX,Luxembourg,,,,,592,,,,946,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-01-23
2021-01-24,LUX,Luxembourg,,,,,626,,,,1000,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-01-24
2021-01-25,LUX,Luxembourg,8554,7309,1245,,569,1.37,1.17,0.2,909,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-01-25
2021-01-26,LUX,Luxembourg,9525,8280,1245,971,604,1.52,1.32,0.2,965,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-01-26
2021-01-27,LUX,Luxembourg,10449,9107,1342,924,608,1.67,1.45,0.21,971,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-01-27
2021-01-28,LUX,Luxembourg,11373,9890,1483,924,639,1.82,1.58,0.24,1021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-01-28
2021-01-29,LUX,Luxembourg,,,,,630,,,,1006,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-01-29
2021-01-30,LUX,Luxembourg,,,,,622,,,,994,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-01-30
2021-01-31,LUX,Luxembourg,12428,10748,1680,,613,1.99,1.72,0.27,979,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-01-31
2021-02-01,LUX,Luxembourg,13241,11336,1905,813,670,2.12,1.81,0.3,1070,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-02-01
2021-02-02,LUX,Luxembourg,14252,11925,2327,1011,675,2.28,1.91,0.37,1078,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-02-02
2021-02-03,LUX,Luxembourg,15407,12597,2810,1155,708,2.46,2.01,0.45,1131,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-02-03
2021-02-04,LUX,Luxembourg,16419,13256,3163,1012,721,2.62,2.12,0.51,1152,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-02-04
2021-02-05,LUX,Luxembourg,,,,,728,,,,1163,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-02-05
2021-02-06,LUX,Luxembourg,,,,,736,,,,1176,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-02-06
2021-02-07,LUX,Luxembourg,17628,13940,3688,,743,2.82,2.23,0.59,1187,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/7de89657-b952-4451-a38e-edb2df3bf64d,,,,,,,2021-02-07
2021-02-02,MDV,Maldives,880,,,,,0.16,,,,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1358464324738707459,,,,,,,2021-02-02
2021-02-03,MDV,Maldives,1578,,,698,698,0.29,,,1291,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1358464324738707459,,,,,,,2021-02-03
2021-02-04,MDV,Maldives,3204,,,1626,1162,0.59,,,2150,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1358464324738707459,,,,,,,2021-02-04
2021-02-05,MDV,Maldives,4269,,,1065,1130,0.79,,,2090,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1358464324738707459,,,,,,,2021-02-05
2021-02-06,MDV,Maldives,6854,,,2585,1494,1.27,,,2764,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1358464324738707459,,,,,,,2021-02-06
2021-02-07,MDV,Maldives,9752,,,2898,1774,1.8,,,3282,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1358464324738707459,,,,,,,2021-02-07
2020-12-28,MLT,Malta,130,,,,,0.03,,,,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,,,,,,,2020-12-28
2020-12-29,MLT,Malta,,,,,259,,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,,,,,,,2020-12-29
2020-12-30,MLT,Malta,,,,,259,,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,,,,,,,2020-12-30
2020-12-31,MLT,Malta,,,,,259,,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,,,,,,,2020-12-31
2021-01-01,MLT,Malta,,,,,259,,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,,,,,,,2021-01-01
2021-01-02,MLT,Malta,,,,,259,,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,,,,,,,2021-01-02
2021-01-03,MLT,Malta,,,,,259,,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,,,,,,,2021-01-03
2021-01-04,MLT,Malta,1940,,,,259,0.44,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,,,,,,,2021-01-04
2021-01-05,MLT,Malta,,,,,281,,,,636,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,,,,,,,2021-01-05
2021-01-06,MLT,Malta,,,,,304,,,,689,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,,,,,,,2021-01-06
2021-01-07,MLT,Malta,,,,,327,,,,741,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,,,,,,,2021-01-07
2021-01-08,MLT,Malta,,,,,350,,,,793,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,,,,,,,2021-01-08
2021-01-09,MLT,Malta,,,,,373,,,,845,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,,,,,,,2021-01-09
2021-01-10,MLT,Malta,,,,,396,,,,897,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,,,,,,,2021-01-10
2021-01-11,MLT,Malta,4870,,,,419,1.1,,,949,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,,,,,,,2021-01-11
2021-01-12,MLT,Malta,,,,,524,,,,1187,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,,,,,,,2021-01-12
2021-01-13,MLT,Malta,,,,,629,,,,1425,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,,,,,,,2021-01-13
2021-01-14,MLT,Malta,,,,,735,,,,1665,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,,,,,,,2021-01-14
2021-01-15,MLT,Malta,9496,,,,840,2.15,,,1902,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,,,,,,,2021-01-15
2021-01-16,MLT,Malta,,,,,938,,,,2124,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,,,,,,,2021-01-16
2021-01-17,MLT,Malta,11705,,,,1036,2.65,,,2346,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,,,,,,,2021-01-17
2021-01-18,MLT,Malta,13002,,,1297,1162,2.94,,,2632,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,,,,,,,2021-01-18
2021-01-19,MLT,Malta,14276,,,1274,1178,3.23,,,2668,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,,,,,,,2021-01-19
2021-01-20,MLT,Malta,15316,,,1040,1162,3.47,,,2632,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,,,,,,,2021-01-20
2021-01-21,MLT,Malta,16531,,,1215,1170,3.74,,,2650,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,,,,,,,2021-01-21
2021-01-22,MLT,Malta,17767,,,1236,1182,4.02,,,2677,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,,,,,,,2021-01-22
2021-01-23,MLT,Malta,18930,,,1163,1190,4.29,,,2695,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,,,,,,,2021-01-23
2021-01-24,MLT,Malta,19981,18783,1198,1051,1182,4.53,4.25,0.27,2677,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,,,,,,,2021-01-24
2021-01-25,MLT,Malta,21172,19709,1463,1191,1167,4.8,4.46,0.33,2643,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,,,,,,,2021-01-25
2021-01-26,MLT,Malta,22371,20677,1694,1199,1156,5.07,4.68,0.38,2618,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx,,,,,,,2021-01-26
